date,timestamp_ms,datetime_utc,data_type,value
2026-04-16,1776397635600,2026-04-17 03:47:15.600,Breathing,-12.6
2026-04-16,1776397636240,2026-04-17 03:47:16.240,Breathing,-2.88
2026-04-16,1776397636880,2026-04-17 03:47:16.880,Breathing,1.2
2026-04-16,1776397637520,2026-04-17 03:47:17.520,Breathing,1.92
2026-04-16,1776397638160,2026-04-17 03:47:18.160,Breathing,18.12
2026-04-16,1776397638800,2026-04-17 03:47:18.800,Breathing,16.8
2026-04-16,1776397639440,2026-04-17 03:47:19.440,Breathing,9.0
2026-04-16,1776397640080,2026-04-17 03:47:20.080,Breathing,-20.4
2026-04-16,1776397640720,2026-04-17 03:47:20.720,Breathing,-17.64
2026-04-16,1776397641360,2026-04-17 03:47:21.360,Breathing,-7.92
2026-04-16,1776397642000,2026-04-17 03:47:22.000,Breathing,5.76
2026-04-16,1776397642640,2026-04-17 03:47:22.640,Breathing,16.68
2026-04-16,1776397643280,2026-04-17 03:47:23.280,Breathing,15.72
2026-04-16,1776397643920,2026-04-17 03:47:23.920,Breathing,7.08
2026-04-16,1776397644560,2026-04-17 03:47:24.560,Breathing,-20.4
2026-04-16,1776397645200,2026-04-17 03:47:25.200,Breathing,-15.0
2026-04-16,1776397645840,2026-04-17 03:47:25.840,Breathing,-5.88
2026-04-16,1776397646480,2026-04-17 03:47:26.480,Breathing,12.96
2026-04-16,1776397647120,2026-04-17 03:47:27.120,Breathing,14.88
2026-04-16,1776397647760,2026-04-17 03:47:27.760,Breathing,10.68
2026-04-16,1776397648400,2026-04-17 03:47:28.400,Breathing,-2.4
2026-04-16,1776397649040,2026-04-17 03:47:29.040,Breathing,-17.52
2026-04-16,1776397649680,2026-04-17 03:47:29.680,Breathing,-12.96
2026-04-16,1776397650320,2026-04-17 03:47:30.320,Breathing,-4.8
2026-04-16,1776397650960,2026-04-17 03:47:30.960,Breathing,9.6
2026-04-16,1776397651600,2026-04-17 03:47:31.600,Breathing,13.08
2026-04-16,1776397652240,2026-04-17 03:47:32.240,Breathing,11.64
2026-04-16,1776397652880,2026-04-17 03:47:32.880,Breathing,-11.88
2026-04-16,1776397653520,2026-04-17 03:47:33.520,Breathing,-13.32
2026-04-16,1776397654160,2026-04-17 03:47:34.160,Breathing,-7.32
2026-04-16,1776397654800,2026-04-17 03:47:34.800,Breathing,0.84
2026-04-16,1776397655440,2026-04-17 03:47:35.440,Breathing,19.8
2026-04-16,1776397656080,2026-04-17 03:47:36.080,Breathing,25.44
2026-04-16,1776397656720,2026-04-17 03:47:36.720,Breathing,22.2
2026-04-16,1776397657360,2026-04-17 03:47:37.360,Breathing,3.0
2026-04-16,1776397658000,2026-04-17 03:47:38.000,Breathing,-26.76
2026-04-16,1776397658640,2026-04-17 03:47:38.640,Breathing,-26.16
2026-04-16,1776397659280,2026-04-17 03:47:39.280,Breathing,-15.48
2026-04-16,1776397659920,2026-04-17 03:47:39.920,Breathing,-4.32
2026-04-16,1776397660560,2026-04-17 03:47:40.560,Breathing,15.96
2026-04-16,1776397661200,2026-04-17 03:47:41.200,Breathing,15.96
2026-04-16,1776397661840,2026-04-17 03:47:41.840,Breathing,12.6
2026-04-16,1776397662480,2026-04-17 03:47:42.480,Breathing,7.44
2026-04-16,1776397663120,2026-04-17 03:47:43.120,Breathing,-20.4
2026-04-16,1776397663760,2026-04-17 03:47:43.760,Breathing,-16.32
2026-04-16,1776397664400,2026-04-17 03:47:44.400,Breathing,-8.04
2026-04-16,1776397665040,2026-04-17 03:47:45.040,Breathing,8.4
2026-04-16,1776397665680,2026-04-17 03:47:45.680,Breathing,15.48
2026-04-16,1776397666320,2026-04-17 03:47:46.320,Breathing,14.52
2026-04-16,1776397666960,2026-04-17 03:47:46.960,Breathing,9.48
2026-04-16,1776397667600,2026-04-17 03:47:47.600,Breathing,-19.8
2026-04-16,1776397668240,2026-04-17 03:47:48.240,Breathing,-17.04
2026-04-16,1776397668880,2026-04-17 03:47:48.880,Breathing,-8.76
2026-04-16,1776397669520,2026-04-17 03:47:49.520,Breathing,3.96
2026-04-16,1776397670160,2026-04-17 03:47:50.160,Breathing,16.44
